"Domain"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SubSpecie"	"Specie"	"taxRank"	"taxID"	"Max"	"A54.cladeReads"	"A55.cladeReads"	"A56.cladeReads"	"A57.cladeReads"	"A58.cladeReads"	"A59.cladeReads"	"A60.cladeReads"	"A61.cladeReads"	"A62.cladeReads"	"A63.cladeReads"
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Alkaliphilus"	NA	"Alkaliphilus metalliredigens"	"S"	208226	487	177	242	30	137	133	37	17	122	487	346
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	NA	NA	"unclassified Clostridiaceae"	"-"	189971	1211	559	429	116	1211	174	239	363	648	27	530
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified Clostridiaceae"	NA	"Clostridiaceae bacterium 14S0207"	"S"	2082193	1211	559	429	116	1211	174	239	363	648	27	530
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	NA	NA	"Geosporobacter"	"G"	390805	747	443	705	235	260	282	747	231	652	559	198
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Geosporobacter"	NA	"Geosporobacter ferrireducens"	"S"	1424294	747	443	705	235	260	282	747	231	652	559	198
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	NA	NA	"Candidatus Arthromitus"	"G"	49082	417	417	359	255	337	197	54	62	320	265	391
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Candidatus Arthromitus"	NA	"Candidatus Arthromitus sp. SFB-rat-Yit"	"S"	1041504	207	189	206	184	136	78	18	38	207	35	100
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Candidatus Arthromitus"	NA	"Candidatus Arthromitus sp. SFB-mouse"	"S"	49118	290	199	17	70	201	65	36	24	102	228	290
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Candidatus Arthromitus"	NA	"Candidatus Arthromitus sp. SFB-mouse-NL"	"S"	1508644	136	28	136	NA	NA	53	NA	NA	9	1	NA
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA	"Peptostreptococcaceae"	"F"	186804	35407	35407	18095	7989	18258	9919	15994	5336	22077	33712	8746
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	NA	NA	"Clostridioides"	"G"	1870884	32843	32266	15920	6544	10042	8043	14533	4465	19254	32843	7454
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Clostridioides"	NA	"Clostridioides difficile"	"S"	1496	32843	32266	15920	6544	10042	8043	14533	4465	19254	32843	7454
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	NA	NA	"Filifactor"	"G"	44259	1027	1027	357	38	723	333	91	48	452	591	69
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Filifactor"	NA	"Filifactor alocis"	"S"	143361	1027	1027	357	38	723	333	91	48	452	591	69
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	NA	NA	"Paeniclostridium"	"G"	1849828	6777	918	532	187	6777	399	649	296	1490	34	620
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Paeniclostridium"	NA	"Paeniclostridium sordellii"	"S"	1505	6777	918	532	187	6777	399	649	296	1490	34	620
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	NA	NA	"Acetoanaerobium"	"G"	186831	1068	438	405	1068	291	394	374	316	237	114	222
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Acetoanaerobium"	NA	"Acetoanaerobium sticklandii"	"S"	1511	1068	438	405	1068	291	394	374	316	237	114	222
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	NA	NA	"unclassified Peptostreptococcaceae"	"-"	200630	547	457	547	141	127	337	235	70	177	99	135
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"unclassified Peptostreptococcaceae"	NA	"Peptostreptococcaceae bacterium oral taxon 929"	"S"	2081703	547	457	547	141	127	337	235	70	177	99	135
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	NA	NA	"Peptoclostridium"	"G"	1481960	465	298	332	9	296	410	111	137	465	29	244
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Peptoclostridium"	NA	"Peptoclostridium acidaminophilum"	"S"	1731	465	298	332	9	296	410	111	137	465	29	244
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA	"Peptococcaceae"	"F"	186807	7145	6143	7078	1903	1738	4191	1712	3774	6650	7145	3700
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	NA	NA	"Desulfitobacterium"	"G"	36853	2104	1593	1830	396	440	766	351	296	1287	2104	250
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfitobacterium"	NA	"Desulfitobacterium hafniense"	"S"	49338	891	825	891	162	66	242	144	134	299	508	89
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfitobacterium"	NA	"Desulfitobacterium dichloroeliminans"	"S"	233055	635	361	496	50	268	271	71	41	233	635	30
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfitobacterium"	NA	"Desulfitobacterium dehalogenans"	"S"	36854	934	258	181	20	54	104	65	42	283	934	19
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfitobacterium"	NA	"Desulfitobacterium metallireducens"	"S"	142877	472	148	260	163	50	148	70	77	472	25	111
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	NA	NA	"Desulfotomaculum"	"G"	1562	2003	1236	1307	315	664	912	426	775	1237	2003	1880
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfotomaculum"	NA	"Desulfotomaculum ferrireducens"	"S"	1833852	1800	455	453	233	623	552	170	628	596	906	1800
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfotomaculum"	NA	"Desulfotomaculum nigrificans"	"S"	1565	1022	357	407	2	21	91	86	107	217	1022	22
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfotomaculum"	NA	"Desulfotomaculum ruminis"	"S"	1564	346	249	322	73	18	128	78	27	346	66	22
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfotomaculum"	NA	"Desulfotomaculum reducens"	"S"	59610	173	173	124	6	2	139	91	12	77	9	35
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	NA	NA	"Desulfosporosinus"	"G"	79206	1893	830	967	705	187	957	270	1026	1566	1893	683
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfosporosinus"	NA	"Desulfosporosinus orientis"	"S"	1563	631	240	303	416	35	136	95	59	631	163	247
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfosporosinus"	NA	"Desulfosporosinus youngiae"	"S"	339862	925	234	294	77	38	221	70	94	107	925	194
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfosporosinus"	NA	"Desulfosporosinus acidiphilus"	"S"	885581	783	187	233	174	77	425	63	783	169	663	214
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfosporosinus"	NA	"Desulfosporosinus meridiei"	"S"	79209	657	168	135	37	36	173	40	88	657	141	26
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	NA	NA	"Dehalobacter"	"G"	56112	908	826	660	191	76	276	157	268	908	168	212
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Dehalobacter"	NA	"Dehalobacter restrictus"	"S"	55583	370	280	43	113	5	93	15	11	370	5	95
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Dehalobacter"	NA	"Dehalobacter sp. DCA"	"S"	1147129	324	324	323	28	NA	23	7	NA	211	NA	92
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Dehalobacter"	NA	"Dehalobacter sp. CF"	"S"	1131462	326	221	292	49	71	159	135	257	326	162	24
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	NA	NA	"Desulfallas"	"G"	2282740	692	385	381	85	19	225	102	692	357	47	78
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfallas"	NA	"Desulfallas gibsoniae"	"S"	102134	692	385	381	85	19	225	102	692	357	47	78
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	NA	NA	"Dehalobacterium"	"G"	51514	800	384	800	143	161	242	200	266	325	223	274
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Dehalobacterium"	NA	"Dehalobacterium formicoaceticum"	"S"	51515	800	384	800	143	161	242	200	266	325	223	274
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	NA	NA	"Syntrophobotulus"	"G"	51196	366	343	332	33	22	220	41	294	366	327	183
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Syntrophobotulus"	NA	"Syntrophobotulus glycolicus"	"S"	51197	366	343	332	33	22	220	41	294	366	327	183
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	NA	NA	"Candidatus Desulforudis"	"G"	471826	310	209	226	15	3	120	79	49	310	14	5
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Candidatus Desulforudis"	NA	"Candidatus Desulforudis audaxviator"	"S"	471827	310	209	226	15	3	120	79	49	310	14	5
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	NA	NA	"Desulfofarcimen"	"G"	2282742	205	189	205	9	67	161	35	50	116	10	73
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfofarcimen"	NA	"Desulfofarcimen acetoxidans"	"S"	58138	205	189	205	9	67	161	35	50	116	10	73
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	NA	NA	"Thermincola"	"G"	278993	366	145	366	8	96	307	47	52	175	353	58
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Thermincola"	NA	"Thermincola potens"	"S"	863643	366	145	366	8	96	307	47	52	175	353	58
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA	"Hungateiclostridiaceae"	"F"	2304686	24385	5823	24385	1509	1261	3994	2469	2823	4313	2073	1027
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	NA	NA	"Hungateiclostridium"	"G"	2304692	1979	1979	1895	1108	947	1354	1042	1347	1093	518	390
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Hungateiclostridium"	NA	"Hungateiclostridium clariflavum"	"S"	288965	959	959	597	303	677	258	659	358	345	192	108
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Hungateiclostridium"	NA	"Hungateiclostridium saccincola"	"S"	1677857	768	570	528	768	160	576	265	706	364	299	135
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Hungateiclostridium"	NA	"Hungateiclostridium thermocellum"	"S"	1515	769	449	769	36	109	519	117	283	383	26	146
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	NA	NA	"Mageeibacillus"	"G"	1637257	2139	1800	2139	210	51	1297	771	176	764	322	189
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Mageeibacillus"	NA	"Mageeibacillus indolicus"	"S"	884684	2139	1800	2139	210	51	1297	771	176	764	322	189
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	NA	NA	"Thermoclostridium"	"G"	2304691	1665	551	1665	18	44	458	85	453	312	341	87
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Thermoclostridium"	NA	"Thermoclostridium stercorarium"	"S"	1510	1665	551	1665	18	44	458	85	453	312	341	87
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	NA	NA	"Pseudoclostridium"	"G"	2304693	1016	551	731	36	91	352	144	71	1016	451	153
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Pseudoclostridium"	NA	"Pseudoclostridium thermosuccinogenes"	"S"	84032	1016	551	731	36	91	352	144	71	1016	451	153
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	NA	NA	"Ruminiclostridium"	"G"	1508657	472	472	366	30	75	245	364	106	282	372	135
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Ruminiclostridium"	NA	"Ruminiclostridium cellulolyticum"	"S"	1521	472	472	366	30	75	245	364	106	282	372	135
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	NA	NA	"Fastidiosipila"	"G"	236752	843	468	669	106	50	285	60	65	843	66	71
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Fastidiosipila"	NA	"Fastidiosipila sanguinis"	"S"	236753	843	468	669	106	50	285	60	65	843	66	71
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA	"Clostridiales incertae sedis"	"-"	538999	3673	3673	3448	1178	2143	2670	2134	1366	2748	1626	1194
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	NA	NA	"Clostridiales Family XIII. Incertae Sedis"	"F"	543314	3016	3016	2691	808	1582	2325	1910	1221	2072	1354	1019
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	"Clostridiales Family XIII. Incertae Sedis"	NA	"Mogibacterium"	"G"	86331	1543	1543	1229	567	1129	1008	1366	585	1030	825	858
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	"Clostridiales Family XIII. Incertae Sedis"	"Mogibacterium"	"Mogibacterium diversum"	"S"	114527	979	979	749	269	395	350	216	258	659	265	55
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	"Clostridiales Family XIII. Incertae Sedis"	"Mogibacterium"	"Mogibacterium pumilum"	"S"	86332	1149	564	479	297	733	658	1149	327	370	560	802
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	"Clostridiales Family XIII. Incertae Sedis"	NA	"[Eubacterium] sulci"	"S"	143393	1128	1128	805	178	269	664	350	551	546	484	67
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	"Clostridiales Family XIII. Incertae Sedis"	NA	"[Eubacterium] minutum"	"S"	76124	656	344	656	62	184	652	193	84	496	44	93
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	NA	NA	"Clostridiales Family XVII. Incertae Sedis"	"F"	539000	614	493	614	250	497	150	167	65	403	228	67
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	"Clostridiales Family XVII. Incertae Sedis"	NA	"Thermaerobacter"	"G"	73918	614	493	614	250	497	150	167	65	403	228	67
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	"Clostridiales Family XVII. Incertae Sedis"	"Thermaerobacter"	"Thermaerobacter marianensis"	"S"	73919	614	493	614	250	497	150	167	65	403	228	67
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	NA	NA	"Clostridiales Family XVI. Incertae Sedis"	"F"	543347	271	163	142	120	63	193	56	79	271	43	108
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	"Clostridiales Family XVI. Incertae Sedis"	NA	"Carboxydocella"	"G"	178898	271	163	142	120	63	193	56	79	271	43	108
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales incertae sedis"	"Clostridiales Family XVI. Incertae Sedis"	"Carboxydocella"	"Carboxydocella thermautotrophica"	"S"	178899	271	163	142	120	63	193	56	79	271	43	108
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA	"Christensenellaceae"	"F"	990719	3341	2733	3341	399	250	932	740	423	3191	543	370
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Christensenellaceae"	NA	NA	"Christensenella"	"G"	990721	3341	2733	3341	399	250	932	740	423	3191	543	370
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Christensenellaceae"	"Christensenella"	NA	"Christensenella massiliensis"	"S"	1805714	3341	2733	3341	399	250	932	740	423	3191	543	370
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA	"Heliobacteriaceae"	"F"	31984	1797	887	1797	737	107	278	385	200	913	90	245
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Heliobacteriaceae"	NA	NA	"Heliobacterium"	"G"	2697	1797	887	1797	737	107	278	385	200	913	90	245
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Heliobacteriaceae"	"Heliobacterium"	NA	"Heliobacterium modesticaldum"	"S"	35701	1797	887	1797	737	107	278	385	200	913	90	245
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA	"Symbiobacteriaceae"	"F"	543349	998	680	915	38	129	239	68	80	998	84	54
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Symbiobacteriaceae"	NA	NA	"Symbiobacterium"	"G"	2733	998	680	915	38	129	239	68	80	998	84	54
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Symbiobacteriaceae"	"Symbiobacterium"	NA	"Symbiobacterium thermophilum"	"S"	2734	998	680	915	38	129	239	68	80	998	84	54
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA	"Syntrophomonadaceae"	"F"	68298	634	306	634	157	63	234	251	254	187	223	146
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Syntrophomonadaceae"	NA	NA	"Syntrophothermus"	"G"	129001	290	162	290	77	23	190	137	68	117	109	49
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Syntrophomonadaceae"	"Syntrophothermus"	NA	"Syntrophothermus lipocalidus"	"S"	86170	290	162	290	77	23	190	137	68	117	109	49
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Syntrophomonadaceae"	NA	NA	"Syntrophomonas"	"G"	862	343	143	343	79	40	44	114	186	69	114	97
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Syntrophomonadaceae"	"Syntrophomonas"	NA	"Syntrophomonas wolfei"	"S"	863	343	143	343	79	40	44	114	186	69	114	97
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	NA	NA	NA	NA	"Thermoanaerobacterales"	"O"	68295	6493	4704	6493	3974	3431	3540	2312	3320	4082	5550	4020
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	NA	NA	NA	"Thermoanaerobacterales Family III. Incertae Sedis"	"F"	543371	2596	2311	2582	1457	2235	1479	1001	952	1354	2596	1929
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	NA	NA	"Caldicellulosiruptor"	"G"	44000	1272	1272	1045	357	1007	681	144	434	489	1073	798
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	"Caldicellulosiruptor"	NA	"Caldicellulosiruptor owensensis"	"S"	55205	341	322	178	80	341	77	43	66	33	29	16
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	"Caldicellulosiruptor"	NA	"Caldicellulosiruptor saccharolyticus"	"S"	44001	166	161	166	7	128	89	18	36	84	20	39
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	"Caldicellulosiruptor"	NA	"Caldicellulosiruptor obsidiansis"	"S"	717609	809	173	53	251	457	64	11	196	50	809	642
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	"Caldicellulosiruptor"	NA	"Caldicellulosiruptor bescii"	"S"	31899	202	202	171	2	32	200	26	39	59	35	17
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	"Caldicellulosiruptor"	NA	"Caldicellulosiruptor kronotskyensis"	"S"	413889	170	161	170	1	13	61	20	71	77	98	32
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	"Caldicellulosiruptor"	NA	"Caldicellulosiruptor hydrothermalis"	"S"	413888	105	78	105	2	30	24	5	23	47	19	29
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	"Caldicellulosiruptor"	NA	"Caldicellulosiruptor kristjanssonii"	"S"	52765	161	91	87	12	3	161	18	NA	122	62	10
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	"Caldicellulosiruptor"	NA	"Caldicellulosiruptor lactoaceticus"	"S"	52766	113	81	113	NA	NA	NA	NA	NA	14	NA	10
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	NA	NA	"Thermoanaerobacterium"	"G"	28895	1513	911	1173	1075	1175	716	827	497	641	1513	1115
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	"Thermoanaerobacterium"	NA	"Thermoanaerobacterium thermosaccharolyticum"	"S"	1517	1360	435	644	417	922	376	670	351	238	1360	870
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	"Thermoanaerobacterium"	NA	"Thermoanaerobacterium xylanolyticum"	"S"	29329	311	245	311	239	60	159	88	51	268	36	119
